published_at,brand,content,Customer ID,Question,Tenure Type,Management area,Age Group,Ethnicity,Property Type,Disability (No Data for 2023)
"05, Mar 2024",Post repair transactional,they did a good job of repairing the fence,AIDA011020003,Post repair comment,General Needs,Middlesbrough,56-65,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"05, Mar 2024",Post repair transactional,no / because its disgusting i've been waiting 2 nearly 3 years for this mi ging house to get sorted and it still isn't. i've got babys in the house,LARV020010004,Post repair comment,General Needs,Skinningrove,26-35,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"05, Mar 2024",Post repair transactional,great job gave advice with after care,DIAL010260004,Post repair comment,General Needs,THIRSK,26-35,White: English/Welsh/Scottish/Northern Irish/British,Flat,No disability
"05, Mar 2024",Post repair transactional,very kind person who helped best they can,G00RAN0705701,Post repair comment,,Barnard Castle,,,House,
"05, Mar 2024",Post repair transactional,the problem was solved,WELW010020002,Post repair comment,General Needs,Stockton,46-55,Black or Black British: African,House,No disability
"05, Mar 2024",Post repair transactional,"my heating system, air source has nothing but a nightmare these last few weeks, engineers come out and don't have a clue what they are doing and just wing their way through it and fobbing me off with some tutt....  basically the outside unit is freezing up and building ice right through the device, this cuts off my heating and water, then have to wait for it to be defrosted which can be upto24hrs and the weather been cold isn't helping..on thursday i was emailed to say that's urgent 118 request had been submitted along with my video, and for someone with experience of this system is to attend and diagnose the problem. the issue is getting worse, it's just causing more damage overall..... it makes aloud banging noise when the fan starts protruding against the ice....

this is simply not good enough, if it was a gas boiler then it be sorted in no time, i have had enough... 

i have not had one single call or visit from any engineers since reporting. so this shows how engineers are swerving this.",GARD010070005,Post repair comment,General Needs,Butterknowle,36-45,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"05, Mar 2024",Post repair transactional,the engineer found a fault in the bell push which is powered by a battery. i had a battery that fitted and the bell worked to some extent but not properly. he photographed the bell push and plug unit and said that he would ask williams to supply a replacement bell push. he said that i would be informed in a couple of days regarding a completion of the repair but so far i have not heard anything. i would obviously like a resolution asap. any suggestions?,ST P030880001,Post repair comment,General Needs,Darlington,66-75,White: English/Welsh/Scottish/Northern Irish/British,Flat,No disability
"05, Mar 2024",Post repair transactional,quickly completed,WEST020990001,Post repair comment,General Needs,Thornaby,46-55,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"05, Mar 2024",Post repair transactional,quick and reliable service,POTH0103100,Post repair comment,,Stockton,,,House,
"05, Mar 2024",Post repair transactional,we thought we had no power to strip light so when workmen came we were ok again many thanx,RUSS010260001,Post repair comment,General Needs,Stockton,56-65,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"05, Mar 2024",Post repair transactional,i haven't had a recent repair so don't know why u sent me this text .,GRAN011000001,Post repair comment,General Needs,Middlesbrough,56-65,White: English/Welsh/Scottish/Northern Irish/British,Flat,Disability
"07, Mar 2024",Post repair transactional,after 4 weeks they did not come so i cancled it,ASPE020510002,Post repair comment,Supported,Stockton,Over 75,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,Disability
"08, Mar 2024",Post repair transactional,very efficient quick polite very satisfied,STOC010301604,Post repair comment,,Hartlepool,,,Flat,
"08, Mar 2024",Post repair transactional,"this flat was painted by yourselves before i inhabited it. when the workmen came and installed the extractor, they must have been wearing something very blue as there is a huge blue area where their shoulder must've been rubbing the wall. also around the extractor there is black finger marks",WYCO020170005,Post repair comment,,Darlington,,,Flat,
"08, Mar 2024",Post repair transactional,the door was fixed.,WORC020040003,Post repair comment,General Needs,Hartlepool,56-65,Black or Black British: African,House,No disability
"08, Mar 2024",Post repair transactional,the jib is not finished the lovely chap had to order 2 radiators,ESTO020060001,Post repair comment,General Needs,Middlesbrough,Over 75,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"08, Mar 2024",Post repair transactional,i asked for my kitchen door to be replaced as it is over 40 years old and was told could only have the handles replaced,COBD010380001,Post repair comment,General Needs,Thornaby,56-65,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"08, Mar 2024",Post repair transactional,efficiently fixed.,WEST021160001,Post repair comment,General Needs,Thornaby,66-75,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"08, Mar 2024",Post repair transactional,job was done well,RED 010470003,Post repair comment,General Needs,Etherley,56-65,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"08, Mar 2024",Post repair transactional,the guys did a perfect job & we're really pleasant,ASCO010730001,Post repair comment,General Needs,Teesdale,56-65,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"12, Mar 2024",Post repair transactional,repair man was on time and he had spare part with him so jib completed quickly,MEAD010010003,Post repair comment,General Needs,Eggleston,66-75,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"12, Mar 2024",Post repair transactional,"knowledgeable, friendly and quick",JOHN020070003,Post repair comment,,Great Ayton,,,Bungalow,
"12, Mar 2024",Post repair transactional,you took long time get it done,EMBL010100001,Post repair comment,Supported,Stockton,66-75,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"12, Mar 2024",Post repair transactional,issue was fixed,EDEN010700002,Post repair comment,General Needs,Gainford,46-55,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"13, Mar 2024",Post repair transactional,workman was very helpful and did a great job of sealing the bath compared to the previous workman that had done it,PINF010370A01,Post repair comment,General Needs,Butterknowle,46-55,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"15, Mar 2024",Post repair transactional,2nd time i've met rob. lovely guy. very pleasant. sorted door with no issues. thank you,HERM010030002,Post repair comment,General Needs,Darlington,66-75,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,Disability
"15, Mar 2024",Post repair transactional,"boiler needed a part the engineer sourced one and went for the part,came back and fitted it. ns i rate 1 for not organising a temporary fan heater straight away emma was great so a 5/5 for her",MOOR020030001,Post repair comment,,REDCAR,,,House,
"15, Mar 2024",Post repair transactional,works not done,SUFF010390005,Post repair comment,General Needs,Stockton,36-45,Black or Black British: African,House,No disability
"15, Mar 2024",Post repair transactional,fast and tidy gdood job,WENS010460004,Post repair comment,General Needs,Hartlepool,56-65,White: English/Welsh/Scottish/Northern Irish/British,Flat,No disability
"15, Mar 2024",Post repair transactional,polite well manned man explained everything to do and very respectful of my home,RYAN010030002,Post repair comment,General Needs,Hartlepool,56-65,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"15, Mar 2024",Post repair transactional,should have  put new taps.,WELW010010001,Post repair comment,General Needs,Stockton,56-65,Black or Black British: African,House,No disability
"15, Mar 2024",Post repair transactional,"because after the service we were left with no heating ,it all went off.",DIXO010200001,Post repair comment,General Needs,Stockton,Over 75,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"20, Mar 2024",Post repair transactional,the guy was very efficient nice manners,CARM020100004,Post repair comment,General Needs,Darlington,56-65,White: English/Welsh/Scottish/Northern Irish/British,Flat,Disability
"20, Mar 2024",Post repair transactional,pleasant man very efficient and job done quickly .,WATS010130002,Post repair comment,General Needs,Barnard Castle,Over 75,White: English/Welsh/Scottish/Northern Irish/British,Bungalow,No disability
"20, Mar 2024",Post repair transactional,good worker,ROSE030040002,Post repair comment,Housing for Older People,Middlesbrough,66-75,White: English/Welsh/Scottish/Northern Irish/British,Flat,Disability
"20, Mar 2024",Post repair transactional,"yes, the doors are rotten and the beams are inserted, there are unpainted raw beams and after some time it will be the same",KENT020070002,Post repair comment,General Needs,Hartlepool,56-65,White Other,House,No disability
"20, Mar 2024",Post repair transactional,the job was done really good,EAMO010030001,Post repair comment,General Needs,Darlington,46-55,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"20, Mar 2024",Post repair transactional,he  fixed my lock to a great standard and was very polite,RALE010330001,Post repair comment,General Needs,NORTON,66-75,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
"20, Mar 2024",Post repair transactional,job not finished it needs to dry then be painted then il be fully satisfied,CRES040220002,Post repair comment,General Needs,Stainton Grove,46-55,White: English/Welsh/Scottish/Northern Irish/British,House,No disability
