publishedx_at,brand,contentx,Customer Idx,Question,Tenure Typex,Management areax,Age Groupx,Ethnicityx,Property Typex
2021-05-12,Brand A,I love it here because they are very nice and friendly. I also get my repairs done quickly and it is better to where I used to live.,LARV020050005,How can I improve model precision?,Leasehold,Consett,18-25,Black,House
2022-01-24,Brand B,Workers great help respectful,Anonymous,How do I handle missing values?,Shared Ownership,Cockfield,26-35,White,Studio
2024-12-05,Brand C,Very good service,BALD010050001,How can I improve model precision?,Leasehold,NORTON,36-45,Other,Bungalow
2023-06-28,Brand C,All and any issues resolved quickly,MANS010810009,How do I handle missing values?,Shared Ownership,Teesdale,26-35,Mixed,Bungalow
2021-05-02,Brand A,"If we have ever reported any defects, they done them immediately.",NENT010050006,Why is inference so slow on new data?,Private Rental,Gainford,26-35,White,Flat
2023-12-28,Brand D,Servicing is kept up to date and I’ve just had a full electrical check which makes me feel safe,PLAN010590001,How do I handle missing values?,Leasehold,REDCAR,36-45,Other,Maisonette
2022-06-24,Brand A,Generally rent is fair and necessary work and repairs are carried out saisfactorily,WINS010010001,What hyperparameters should I tune?,Leasehold,Hartlepool,46-60,Asian,Bungalow
2024-02-16,Brand B,I had a problem with my boiler that was going on for a few months. I contacted the housing officer directly and it was sorted within a week.,NENT010050006,How can I improve model precision?,Leasehold,Cotherstone,60+,Mixed,House
2022-01-23,Brand C,When they come out they are great and do a good job. I do have a complaint as the girl who is in charge around here was up here. My husband told her that the front door archway the concrete is coming off and nothing was done about it.,COPE010190002,How do I handle missing values?,Private Rental,Barnard Castle,18-25,White,Studio
2024-09-17,Brand B,"When you report jobs they come and do them straight away. I have lived here for ten years so I know them pretty well, apart from the repairs it is all OK, I feel safe and secure in my home.",Anonymous,How can I improve model precision?,Freehold,Hartlepool,46-60,Asian,House
2022-08-06,Brand B,If I am needing repairs doing they will do them! There is not much that they will not do. I have lived here for 15 months now so I am still fairly new it has all been brilliant including the process for moving in to the property.,Anonymous,What causes high variance in predictions?,Shared Ownership,Staindrop,60+,Mixed,Maisonette
2023-03-13,Brand A,Made sure that I got my heating and hot water back on the same day he arrived,MANS010810009,How do I handle missing values?,Freehold,Consett,60+,Asian,Maisonette
2024-01-28,Brand C,Helpfull,ST P030840009,How do I handle missing values?,Freehold,Skinningrove,26-35,Asian,Studio
2021-09-07,Brand C,Helpfull,WORT020150001,How do I handle missing values?,Leasehold,Stokesley,36-45,White,Bungalow
2024-07-09,Brand A,so far jobs have been carried out as promised,Anonymous,Why is inference so slow on new data?,Shared Ownership,Hartlepool,26-35,White,House
2022-12-23,Brand B,"I have never had any problems at all with them. We have a brilliant Housing Officer and they do a lot of extras with regard to energy efficiency and the cost of living crisis. From the information they have sent they have been and checked all properties for extra efficiency on heating and made improvements where necessary and this has helped in general. Jane is the Housing Officer and she is great, if there is anything she can do she will. Over the years she has helped with my Daughter and arranged improvement work to be carried out. She is always available and will put in place anything that is needed.",EMBL010020002,What causes high variance in predictions?,Leasehold,REDCAR,60+,White,Bungalow
2023-04-07,Brand A,It is a good service.,ST P030840009,Why is inference so slow on new data?,Leasehold,Stockton,46-60,Mixed,Bungalow
2022-11-30,Brand B,It is a good service.,AIDA010040003,What causes high variance in predictions?,Freehold,Gainford,60+,Mixed,Studio
2023-09-16,Brand B,Workers great help respectful,NENT010050006,What causes high variance in predictions?,Shared Ownership,Stokesley,60+,Other,Bungalow
2021-09-09,Brand B,"When I want anything doing it is done in good time and the workmen are always polite. I have lived here for a few years so I know them pretty well, apart from the repairs everything is fine with them.",MANS010810009,What hyperparameters should I tune?,Private Rental,THIRSK,36-45,Mixed,House
2022-02-06,Brand A,Servicing is kept up to date and I’ve just had a full electrical check which makes me feel safe,Anonymous,What hyperparameters should I tune?,Private Rental,Barnard Castle,36-45,Black,Flat
2022-12-11,Brand A,I love it here because they are very nice and friendly. I also get my repairs done quickly and it is better to where I used to live.,Anonymous,What hyperparameters should I tune?,Private Rental,NORTON,36-45,Other,Maisonette
2024-03-26,Brand D,I had a problem with my boiler that was going on for a few months. I contacted the housing officer directly and it was sorted within a week.,Anonymous,How do I handle missing values?,Freehold,Barnard Castle,18-25,Asian,Bungalow
2022-09-21,Brand B,Whenever I have had a problem and rung up the office they have sorted it within a day. Nothing has been a problem for them and they have resolved my problems quickly and efficiently.,PARK030100001,How can I improve model precision?,Leasehold,Skinningrove,18-25,White,House
2024-07-30,Brand C,I have no problem with them.,Anonymous,What causes high variance in predictions?,Private Rental,Stanley,36-45,Black,Studio
2021-04-09,Brand A,"I just think that they are great. Of all the other Landlords I have had they have never done repairs but these are different. I moved in in August, I was gifted carpets and had a paint card to decorate. I have had the boiler down twice, I cannot fault them, it is working OK at the moment. We had knocked the radiator and that caused the problem.",BALD010050001,Why is inference so slow on new data?,Private Rental,REDCAR,36-45,White,Bungalow
2024-12-22,Brand C,"Efficiency, reliability, prompt responses.",AYRE030310001,How can I improve model precision?,Leasehold,Gainford,36-45,Mixed,Studio
2024-11-29,Brand C,From getting the phone call to offer me the house nicola was fantastic throughout it all,WINS010010001,How do I handle missing values?,Shared Ownership,Staindrop,60+,Black,Bungalow
2022-01-22,Brand A,"North Star do what they can. When you report a repair, they try and come out as quick as they can.",BALD010050001,How do I handle missing values?,Leasehold,Consett,60+,Other,Maisonette
2023-11-03,Brand C,"The maintenance men, I had a gutter leak and they came and mended it in one place but they did not check the rest of it. So, next time it rained leaked elsewhere. They did not check it properly. There is nothing really that they do that is that good.",Anonymous,How can I improve model precision?,Private Rental,Etherley,60+,Other,Flat
2024-11-20,Brand D,"When I want anything doing it is done in good time and the workmen are always polite. I have lived here for a few years so I know them pretty well, apart from the repairs everything is fine with them.",Anonymous,How can I improve model precision?,Private Rental,Thornaby,36-45,Asian,Studio
2021-06-13,Brand B,It is just a good and quick service from them and they are friendly. I have lived here for five years now so know them pretty well and feel safe and sound in my new build home.,EMBL010020002,Why is inference so slow on new data?,Freehold,Skinningrove,26-35,White,Bungalow
2021-01-29,Brand A,I love it here because they are very nice and friendly. I also get my repairs done quickly and it is better to where I used to live.,AIDA010040003,How do I handle missing values?,Shared Ownership,Evenwood,26-35,Asian,House
2023-02-24,Brand C,Everything is alright. The housing is brilliant. Everyone at North Star is brilliant. Brenda at North Star is absolutely brilliant. I have no faults with them.,WINS010010001,What hyperparameters should I tune?,Freehold,Consett,46-60,Black,Studio
2021-12-15,Brand A,If I am needing repairs doing they will do them! There is not much that they will not do. I have lived here for 15 months now so I am still fairly new it has all been brilliant including the process for moving in to the property.,PLAN010590001,Why is inference so slow on new data?,Shared Ownership,Etherley,46-60,Mixed,House
2022-05-25,Brand D,"Every time I have to call them out they do a good job. I have lived here for 15 years so I know them pretty well. Apart from the repairs everything is good, the Neighbours and the area are fine.",PARK030100001,What hyperparameters should I tune?,Private Rental,NORTON,18-25,Other,Studio
2024-05-12,Brand A,I have no problem with them.,PLAN010590001,What hyperparameters should I tune?,Freehold,NORTON,26-35,Mixed,Bungalow
